split,task,patch_path,label,source_image,source_annotation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_class,bbox_index
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041113_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041114_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041114_box09_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041115_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041115_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041115_box09_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041116_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041116_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041119_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041120_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041121_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041121_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041124_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041124_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041124_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041127_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041129_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041129_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041129_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041130_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041130_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041130_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041131_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041132_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041132_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041132_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041134_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041134_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041135_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041135_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041135_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041136_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041137_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041137_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041137_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041138_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041138_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041140_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041143_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041145_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041145_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041146_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041146_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041146_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041146_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041147_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041147_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041147_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041147_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041150_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041151_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041151_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041152_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041152_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041152_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041152_box09_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041153_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041153_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041154_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041156_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041156_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041156_box09_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041157_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041157_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041158_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041158_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041158_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041159_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041159_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041160_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041161_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041161_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041162_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041163_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041163_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041163_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041165_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041166_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041166_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041166_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041166_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041168_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041169_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041170_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041170_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041174_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041174_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041175_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041175_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041175_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041175_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041176_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041176_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041178_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041178_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041178_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041180_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041180_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041182_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041182_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041182_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041183_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041184_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041185_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041186_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041187_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041187_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041188_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041189_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041190_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041192_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041192_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041192_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041194_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041194_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041195_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041195_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041196_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041197_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041197_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041197_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group00041_00041_not_00041198_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000000_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000001_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000001_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000003_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000004_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000004_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000004_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000005_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000005_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000006_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000006_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000006_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000009_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000010_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000011_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000011_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000012_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000012_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000013_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000013_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000014_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000014_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000015_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000015_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000016_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000016_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000018_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000018_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000018_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000018_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000019_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000019_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000021_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000021_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000022_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000022_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000023_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000023_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000024_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000024_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000026_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000026_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000027_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000027_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000028_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000028_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000029_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000029_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000030_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000030_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000031_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000032_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000032_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000033_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000033_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000033_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000035_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000035_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000037_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000037_box12_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000038_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000038_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000040_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000041_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000042_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000044_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000046_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000047_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000048_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000048_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000049_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000050_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000050_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000052_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000052_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000052_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000052_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000053_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000054_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000056_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000056_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000057_box07_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000060_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000060_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000060_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000061_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000061_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000062_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000065_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000066_box08_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000067_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000067_box10_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000069_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000071_box01_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000071_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000075_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000076_box03_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000077_box04_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000077_box05_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000079_box06_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000080_box02_mousebite.jpg,mousebite,,,,,,,,
train,classification,data/processed/pcb_cls/train/mousebite/group13000_13000_not_13000080_box03_mousebite.jpg,mousebite,,,,,,,,
